mode,n,S,trial,comparisons,time_s
hybrid,1000,188,1,7032,0.000989499967545271
hybrid,1000,188,2,7242,0.0010847999947145581
hybrid,1000,188,3,7153,0.0012888000346720219
hybrid,1000,189,1,7537,0.0017087999731302261
hybrid,1000,189,2,8000,0.001302699907682836
hybrid,1000,189,3,7503,0.0015931000234559178
hybrid,1000,190,1,7449,0.0014404000248759985
hybrid,1000,190,2,7424,0.001101900008507073
hybrid,1000,190,3,7414,0.0011147999903187156
hybrid,1000,191,1,7084,0.0010695999953895807
hybrid,1000,191,2,7351,0.0015475000254809856
hybrid,1000,191,3,7359,0.001173199969343841
hybrid,1000,192,1,7318,0.001092699938453734
hybrid,1000,192,2,7356,0.0010858000023290515
hybrid,1000,192,3,7195,0.00109629996586591
hybrid,1000,193,1,7132,0.0014989000046625733
hybrid,1000,193,2,7088,0.0016922999639064074
hybrid,1000,193,3,7150,0.0012612000573426485
hybrid,1000,194,1,7050,0.001095999963581562
hybrid,1000,194,2,7502,0.0014454999472945929
hybrid,1000,194,3,7230,0.0011573999654501677
hybrid,1000,195,1,7174,0.0010752000380307436
hybrid,1000,195,2,7599,0.0014158999547362328
hybrid,1000,195,3,7456,0.0017359999474138021
hybrid,1000,196,1,7333,0.0011745999800041318
hybrid,1000,196,2,7438,0.0010985999833792448
hybrid,1000,196,3,7183,0.0011000999948009849
hybrid,1000,197,1,7481,0.0011047000298276544
hybrid,1000,197,2,7644,0.0012397000100463629
hybrid,1000,197,3,7385,0.0015359000535681844
hybrid,1000,198,1,7648,0.001145099988207221
hybrid,1000,198,2,7353,0.0012129999231547117
hybrid,1000,198,3,7178,0.0010741999140009284
hybrid,1000,199,1,7800,0.0013192000333219767
hybrid,1000,199,2,7200,0.0011544999433681369
hybrid,1000,199,3,7486,0.0011193000245839357
